ResponseId,Age,EdLevel,Country
16399,35-44 years old,Master’s Degree,Ukraine
16400,25-34 years old,Master’s Degree,Germany
16402,25-34 years old,Master’s Degree,Spain
16403,25-34 years old,Bachelor’s Degree,USA
16404,35-44 years old,Master’s Degree,Canada
16405,25-34 years old,Bachelor’s Degree,Spain
16406,25-34 years old,Master’s Degree,Ukraine
16407,25-34 years old,Uncompleted Studies,Chile
16408,35-44 years old,Secondary School,Netherlands
16409,Prefer not to say,Other,USA
16410,35-44 years old,Master’s Degree,Ukraine
16411,Under 18 years old,Secondary School,Brazil
16412,25-34 years old,Master’s Degree,Ukraine
16413,25-34 years old,Master’s Degree,Ukraine
16414,25-34 years old,Master’s Degree,United Kingdom
16415,25-34 years old,Bachelor’s Degree,United Kingdom
16416,25-34 years old,Master’s Degree,Canada
16417,25-34 years old,Master’s Degree,Ukraine
16418,25-34 years old,Master’s Degree,Ukraine
16419,25-34 years old,Master’s Degree,Ukraine
16420,55-64 years old,Bachelor’s Degree,USA
16421,25-34 years old,Master’s Degree,United Kingdom
16423,18-24 years old,Bachelor’s Degree,Germany
16424,25-34 years old,Master’s Degree,Ukraine
16425,25-34 years old,Associate Degree,France
16426,18-24 years old,Associate Degree,Bulgaria
16427,Under 18 years old,Secondary School,USA
16428,35-44 years old,Bachelor’s Degree,Canada
16429,45-54 years old,Uncompleted Studies,Canada
16430,35-44 years old,Bachelor’s Degree,Brazil
16431,35-44 years old,Bachelor’s Degree,Australia
16432,25-34 years old,Bachelor’s Degree,Australia
16433,25-34 years old,Master’s Degree,Ukraine
16434,25-34 years old,Bachelor’s Degree,Canada
16435,Under 18 years old,Primary School,USA
16436,35-44 years old,Bachelor’s Degree,Serbia
16437,18-24 years old,Uncompleted Studies,United Kingdom
16438,18-24 years old,Bachelor’s Degree,Ukraine
16439,18-24 years old,Uncompleted Studies,Argentina
16440,25-34 years old,Bachelor’s Degree,Azerbaijan
16441,25-34 years old,Master’s Degree,Ukraine
16442,25-34 years old,Master’s Degree,USA
16443,45-54 years old,Professional Degree,Ukraine
16444,18-24 years old,Secondary School,USA
16445,35-44 years old,Associate Degree,Canada
16446,45-54 years old,Uncompleted Studies,New Zealand
16447,18-24 years old,Bachelor’s Degree,United Kingdom
16448,35-44 years old,Master’s Degree,Ecuador
16450,25-34 years old,Bachelor’s Degree,Côte d'Ivoire
16451,Under 18 years old,Primary School,Spain
16452,25-34 years old,Uncompleted Studies,Poland
16453,18-24 years old,Uncompleted Studies,USA
16455,35-44 years old,Professional Degree,Ireland
16456,25-34 years old,Bachelor’s Degree,Mexico
16457,18-24 years old,Master’s Degree,Ukraine
16458,35-44 years old,Master’s Degree,Venezuela
16459,35-44 years old,Bachelor’s Degree,Spain
16460,25-34 years old,Bachelor’s Degree,USA
16461,35-44 years old,Master’s Degree,Venezuela
16462,45-54 years old,Master’s Degree,Azerbaijan
16463,45-54 years old,Bachelor’s Degree,India
16464,18-24 years old,Bachelor’s Degree,Ukraine
16465,18-24 years old,Bachelor’s Degree,Uruguay
16467,45-54 years old,Associate Degree,USA
16468,25-34 years old,Uncompleted Studies,Mexico
16469,25-34 years old,Bachelor’s Degree,Australia
16470,18-24 years old,Secondary School,South Africa
16471,18-24 years old,Bachelor’s Degree,Ukraine
16472,25-34 years old,Master’s Degree,Turkey
16473,35-44 years old,Master’s Degree,Switzerland
16474,18-24 years old,Bachelor’s Degree,New Zealand
16475,18-24 years old,Associate Degree,Australia
16476,35-44 years old,Uncompleted Studies,Mexico
16477,25-34 years old,Master’s Degree,Ukraine
16478,25-34 years old,Master’s Degree,Republic Of The Congo
16479,25-34 years old,Bachelor’s Degree,South Korea
16480,65 years or older,Uncompleted Studies,USA
16482,35-44 years old,Master’s Degree,Germany
16483,18-24 years old,Secondary School,Nigeria
16484,25-34 years old,Bachelor’s Degree,USA
16485,25-34 years old,Master’s Degree,Australia
16486,35-44 years old,Uncompleted Studies,Colombia
16487,25-34 years old,Bachelor’s Degree,Mexico
16488,25-34 years old,Master’s Degree,Colombia
16489,35-44 years old,Bachelor’s Degree,USA
16490,35-44 years old,Bachelor’s Degree,Colombia
16491,35-44 years old,Secondary School,Brazil
16492,55-64 years old,Secondary School,Australia
16493,35-44 years old,Bachelor’s Degree,Canada
16494,45-54 years old,Bachelor’s Degree,Australia
16495,25-34 years old,Bachelor’s Degree,Australia
16496,35-44 years old,Bachelor’s Degree,Singapore
16497,18-24 years old,Bachelor’s Degree,Austria
16498,25-34 years old,Bachelor’s Degree,USA
16499,18-24 years old,Secondary School,Germany
16500,18-24 years old,Bachelor’s Degree,New Zealand
16501,25-34 years old,Bachelor’s Degree,Indonesia
16502,18-24 years old,Uncompleted Studies,Canada
16503,25-34 years old,Other,Kenya
16504,25-34 years old,Bachelor’s Degree,South Korea
16505,25-34 years old,Master’s Degree,Ukraine
16506,25-34 years old,Master’s Degree,Indonesia
16507,18-24 years old,Bachelor’s Degree,Ukraine
16508,25-34 years old,Master’s Degree,USA
16509,55-64 years old,Master’s Degree,USA
16510,35-44 years old,Master’s Degree,USA
16511,45-54 years old,Bachelor’s Degree,USA
16512,55-64 years old,Master’s Degree,USA
16513,25-34 years old,Bachelor’s Degree,Cambodia
16514,18-24 years old,Uncompleted Studies,USA
16515,18-24 years old,Bachelor’s Degree,Australia
16516,35-44 years old,Bachelor’s Degree,Chile
16517,18-24 years old,Other,United Kingdom
16518,45-54 years old,Professional Degree,Australia
16519,18-24 years old,Bachelor’s Degree,Brazil
16520,35-44 years old,Uncompleted Studies,Colombia
16521,25-34 years old,Master’s Degree,Singapore
16522,18-24 years old,Uncompleted Studies,Canada
16523,18-24 years old,Bachelor’s Degree,USA
16524,25-34 years old,Bachelor’s Degree,Taiwan
16525,18-24 years old,Secondary School,Ukraine
16526,35-44 years old,Bachelor’s Degree,Portugal
16527,Under 18 years old,Primary School,South Korea
16528,18-24 years old,Bachelor’s Degree,USA
16529,45-54 years old,Bachelor’s Degree,Australia
16530,35-44 years old,Uncompleted Studies,USA
16531,25-34 years old,Bachelor’s Degree,India
16532,45-54 years old,Bachelor’s Degree,Canada
16533,35-44 years old,Bachelor’s Degree,USA
16534,35-44 years old,Bachelor’s Degree,USA
16535,18-24 years old,Bachelor’s Degree,Australia
16537,Under 18 years old,Secondary School,China
16538,Under 18 years old,Primary School,USA
16539,Under 18 years old,Secondary School,Thailand
16540,25-34 years old,Bachelor’s Degree,Canada
16541,18-24 years old,Bachelor’s Degree,Venezuela
16542,25-34 years old,Master’s Degree,Brazil
16543,18-24 years old,Uncompleted Studies,Pakistan
16544,18-24 years old,Uncompleted Studies,Sri Lanka
16545,25-34 years old,Bachelor’s Degree,Australia
16546,25-34 years old,Bachelor’s Degree,Taiwan
16547,25-34 years old,Bachelor’s Degree,Australia
16548,25-34 years old,Bachelor’s Degree,USA
16549,45-54 years old,Master’s Degree,Taiwan
16550,25-34 years old,Bachelor’s Degree,India
16551,18-24 years old,Bachelor’s Degree,Ukraine
16552,25-34 years old,Master’s Degree,Indonesia
16553,45-54 years old,Master’s Degree,Philippines
16554,Under 18 years old,Primary School,Australia
16555,25-34 years old,Bachelor’s Degree,Philippines
16556,45-54 years old,Bachelor’s Degree,Ukraine
16557,25-34 years old,Master’s Degree,India
16558,35-44 years old,Bachelor’s Degree,Belgium
16559,18-24 years old,Bachelor’s Degree,USA
16560,25-34 years old,Master’s Degree,India
16562,25-34 years old,Bachelor’s Degree,Hong Kong (S.A.R.)
16563,35-44 years old,Bachelor’s Degree,USA
16564,25-34 years old,Bachelor’s Degree,Ukraine
16565,18-24 years old,Uncompleted Studies,USA
16566,25-34 years old,Bachelor’s Degree,India
16567,25-34 years old,Bachelor’s Degree,Indonesia
16568,25-34 years old,Bachelor’s Degree,India
16569,25-34 years old,Master’s Degree,USA
16570,18-24 years old,Bachelor’s Degree,Russian Federation
16571,45-54 years old,Uncompleted Studies,Kazakhstan
16572,25-34 years old,Bachelor’s Degree,India
16573,25-34 years old,Bachelor’s Degree,India
16574,45-54 years old,Bachelor’s Degree,Australia
16575,25-34 years old,Other,Canada
16576,35-44 years old,Bachelor’s Degree,Australia
16577,Under 18 years old,Secondary School,USA
16578,35-44 years old,Master’s Degree,USA
16579,25-34 years old,Bachelor’s Degree,South Korea
16580,35-44 years old,Master’s Degree,India
16581,35-44 years old,Bachelor’s Degree,Iran
16582,25-34 years old,Bachelor’s Degree,USA
16583,Under 18 years old,Primary School,Brazil
16584,25-34 years old,Uncompleted Studies,Australia
16585,18-24 years old,Bachelor’s Degree,Indonesia
16586,18-24 years old,Uncompleted Studies,Belarus
16587,45-54 years old,Master’s Degree,Germany
16588,25-34 years old,Master’s Degree,Ukraine
16589,25-34 years old,Uncompleted Studies,USA
16590,18-24 years old,Bachelor’s Degree,Thailand
16591,45-54 years old,Professional Degree,USA
16592,18-24 years old,Bachelor’s Degree,Ukraine
16593,25-34 years old,Bachelor’s Degree,Denmark
16594,45-54 years old,Associate Degree,Bangladesh
16595,25-34 years old,Uncompleted Studies,Brazil
16596,35-44 years old,Uncompleted Studies,Chile
16597,18-24 years old,Bachelor’s Degree,India
16598,25-34 years old,Bachelor’s Degree,India
16599,45-54 years old,Bachelor’s Degree,India
16600,25-34 years old,Master’s Degree,Ukraine
16601,35-44 years old,Bachelor’s Degree,USA
16602,55-64 years old,Master’s Degree,USA
16603,25-34 years old,Bachelor’s Degree,Ukraine
16604,18-24 years old,Bachelor’s Degree,India
16605,18-24 years old,Bachelor’s Degree,Turkey
16606,35-44 years old,Master’s Degree,Ukraine
16607,45-54 years old,Master’s Degree,Japan
16608,25-34 years old,Master’s Degree,India
16609,25-34 years old,Master’s Degree,Sweden
16610,18-24 years old,Secondary School,New Zealand
16611,25-34 years old,Uncompleted Studies,Ukraine
16612,18-24 years old,Other,Bangladesh
16613,25-34 years old,Bachelor’s Degree,Sweden
16614,25-34 years old,Uncompleted Studies,Israel
16615,18-24 years old,Bachelor’s Degree,India
16616,45-54 years old,Uncompleted Studies,Australia
16617,35-44 years old,Master’s Degree,Russian Federation
16618,25-34 years old,Bachelor’s Degree,Belgium
16619,Under 18 years old,Secondary School,India
16620,25-34 years old,Primary School,Ukraine
16621,25-34 years old,Uncompleted Studies,Pakistan
16622,25-34 years old,Bachelor’s Degree,India
16623,18-24 years old,Bachelor’s Degree,Ukraine
16624,25-34 years old,Master’s Degree,Ukraine
16625,35-44 years old,Master’s Degree,United Arab Emirates
16626,25-34 years old,Master’s Degree,Sweden
16627,25-34 years old,Master’s Degree,Belize
16628,25-34 years old,Bachelor’s Degree,Australia
16629,25-34 years old,Bachelor’s Degree,India
16630,35-44 years old,Master’s Degree,Ukraine
16631,25-34 years old,Bachelor’s Degree,Viet Nam
16632,18-24 years old,Uncompleted Studies,Ukraine
16633,25-34 years old,Master’s Degree,Iran
16634,35-44 years old,Uncompleted Studies,Bangladesh
16635,25-34 years old,Bachelor’s Degree,India
16636,25-34 years old,Bachelor’s Degree,Pakistan
16637,Under 18 years old,Secondary School,Hungary
16638,25-34 years old,Master’s Degree,Ukraine
16639,35-44 years old,Master’s Degree,Ukraine
16640,55-64 years old,Uncompleted Studies,Sweden
16641,35-44 years old,Master’s Degree,Poland
16642,18-24 years old,Secondary School,Ukraine
16643,25-34 years old,Bachelor’s Degree,India
16644,25-34 years old,Master’s Degree,Ukraine
16645,25-34 years old,Other,Ukraine
16646,35-44 years old,Bachelor’s Degree,Israel
16648,18-24 years old,Secondary School,Switzerland
16649,25-34 years old,Bachelor’s Degree,Canada
16650,55-64 years old,Master’s Degree,Ukraine
16651,18-24 years old,Secondary School,Ukraine
16652,25-34 years old,Bachelor’s Degree,Philippines
16653,18-24 years old,Master’s Degree,Ukraine
16654,35-44 years old,Master’s Degree,Greece
16655,35-44 years old,Bachelor’s Degree,Taiwan
16656,25-34 years old,Associate Degree,Ukraine
16657,25-34 years old,Master’s Degree,India
16658,18-24 years old,Uncompleted Studies,Italy
16659,18-24 years old,Bachelor’s Degree,India
16660,35-44 years old,Master’s Degree,Germany
16661,35-44 years old,Professional Degree,Ukraine
16662,25-34 years old,Bachelor’s Degree,Ukraine
16663,35-44 years old,Master’s Degree,Germany
16664,18-24 years old,Secondary School,France
16665,18-24 years old,Bachelor’s Degree,Ukraine
16666,18-24 years old,Bachelor’s Degree,Austria
16667,25-34 years old,Bachelor’s Degree,Sri Lanka
16668,25-34 years old,Master’s Degree,Switzerland
16669,Under 18 years old,Primary School,Canada
16670,25-34 years old,Bachelor’s Degree,India
16671,25-34 years old,Bachelor’s Degree,Japan
16672,25-34 years old,Bachelor’s Degree,Canada
16673,18-24 years old,Primary School,India
16674,18-24 years old,Bachelor’s Degree,Ethiopia
16675,18-24 years old,Bachelor’s Degree,India
16676,18-24 years old,Bachelor’s Degree,Ukraine
16677,45-54 years old,Secondary School,Finland
16678,25-34 years old,Master’s Degree,Taiwan
16679,18-24 years old,Secondary School,Nigeria
16680,18-24 years old,Secondary School,Italy
16681,18-24 years old,Bachelor’s Degree,Ukraine
16682,18-24 years old,Bachelor’s Degree,India
16683,25-34 years old,Master’s Degree,Norway
16684,25-34 years old,Bachelor’s Degree,India
16686,25-34 years old,Master’s Degree,Belgium
16687,25-34 years old,Other,Sweden
16688,18-24 years old,Bachelor’s Degree,Indonesia
16689,18-24 years old,Bachelor’s Degree,Jordan
16690,35-44 years old,Master’s Degree,Armenia
16691,25-34 years old,Bachelor’s Degree,Bangladesh
16692,25-34 years old,Bachelor’s Degree,Ukraine
16693,45-54 years old,Uncompleted Studies,Germany
16694,35-44 years old,Master’s Degree,India
16695,18-24 years old,Secondary School,Switzerland
16696,25-34 years old,Bachelor’s Degree,Turkey
16697,25-34 years old,Bachelor’s Degree,Latvia
16698,18-24 years old,Associate Degree,USA
16699,25-34 years old,Bachelor’s Degree,India
16700,25-34 years old,Master’s Degree,Spain
16701,25-34 years old,Bachelor’s Degree,Ukraine
16702,18-24 years old,Secondary School,Netherlands
16703,35-44 years old,Bachelor’s Degree,Australia
16704,25-34 years old,Uncompleted Studies,Germany
16705,25-34 years old,Bachelor’s Degree,Turkey
16706,25-34 years old,Master’s Degree,Ukraine
16707,35-44 years old,Master’s Degree,Ukraine
16708,25-34 years old,Master’s Degree,Ukraine
16709,45-54 years old,Secondary School,Croatia
16710,18-24 years old,Bachelor’s Degree,Germany
16711,25-34 years old,Bachelor’s Degree,Ukraine
16712,25-34 years old,Master’s Degree,Ukraine
16713,45-54 years old,Master’s Degree,France
16714,25-34 years old,Bachelor’s Degree,Australia
16715,35-44 years old,Bachelor’s Degree,India
16716,45-54 years old,Professional Degree,Spain
16717,18-24 years old,Bachelor’s Degree,Austria
16718,18-24 years old,Secondary School,China
16719,35-44 years old,Master’s Degree,Bulgaria
16720,18-24 years old,Primary School,Poland
16721,Under 18 years old,Secondary School,Czech Republic
16722,25-34 years old,Master’s Degree,China
16723,35-44 years old,Master’s Degree,Romania
16724,Under 18 years old,Secondary School,Switzerland
16725,25-34 years old,Bachelor’s Degree,Germany
16726,25-34 years old,Bachelor’s Degree,India
16727,25-34 years old,Master’s Degree,Ukraine
16728,35-44 years old,Master’s Degree,Ukraine
16729,18-24 years old,Bachelor’s Degree,India
16730,25-34 years old,Bachelor’s Degree,Bangladesh
16731,25-34 years old,Bachelor’s Degree,Belgium
16732,Under 18 years old,Secondary School,Italy
16733,25-34 years old,Master’s Degree,Ukraine
16734,18-24 years old,Master’s Degree,Ukraine
16735,18-24 years old,Bachelor’s Degree,Rwanda
16736,25-34 years old,Professional Degree,Ukraine
16737,18-24 years old,Uncompleted Studies,India
16738,25-34 years old,Master’s Degree,Ukraine
16739,25-34 years old,Master’s Degree,Latvia
16740,25-34 years old,Bachelor’s Degree,Japan
16741,18-24 years old,Bachelor’s Degree,Hong Kong (S.A.R.)
